PVH_mpv,15881276,HY,PVH,PVH_mpv
PVH_pv,15881277,HY,PVH,PVH_pv
PVH_ap,15881278,HY,PVH,PVH_ap
PVH_mpd,15881279,HY,PVH,PVH_mpd
PVH_mm,15881280,HY,PVH,PVH_mm
PVH_pml,15881281,HY,PVH,PVH_pml
PVH_a,15881282,HY,PVH,PVH_a
PVH_pmm,15881283,HY,PVH,PVH_pmm
PVH_lp,15881284,HY,PVH,PVH_lp
PVH_dp,15881285,HY,PVH,PVH_dp
PV_a,15881531,HY,PV,PV_a
PV_i,15881532,HY,PV,PV_i
PV_po,15881533,HY,PV,PV_po
PV_p,15881534,HY,PV,PV_p
ARH,15881787,HY,ARH,ARH
TU,15882043,HY,TU,TU
A13,15882299,HY,A13,A13
ADH_p,15882555,HY,ADH_p,ADH_p
SBPV,15882811,HY,SBPV,SBPV
SO,15883067,HY,SO,SO
SCH,15883323,HY,SCH,SCH
RCH,15883579,HY,RCH,RCH
AHN_a,15883835,HY,AHN,AHN_a
AHN_c,15883836,HY,AHN,AHN_c
AHN_p,15883837,HY,AHN,AHN_p
ZI,15884091,HY,ZI,ZI
ZI_A13,15884092,HY,ZI,ZI_A13
ZI_FF,15884093,HY,ZI,ZI_FF
LHA,15884347,HY,LHA,LHA
OV,15884603,HY,OV,OV
MEPO,15884859,HY,MEPO,MEPO
MPO,15885115,HY,MPO,MPO
LPO,15885371,HY,LPO,LPO
PH,15885627,HY,PH,PH
STN,15885883,HY,STN,STN
PST,15886139,HY,PST,PST
PSTN,15886395,HY,PSTN,PSTN
TM_d,15886651,HY,TM,TM_d
TM_v,15886652,HY,TM,TM_v
LM,15886907,HY,LM,LM
MM,15887163,HY,MM,MM
MM_me,15887164,HY,MM_me,MM_me
VLPO,15887419,HY,VLPO,VLPO
AVP,15887675,HY,AVP,AVP
AVPV,15887931,HY,AVPV,AVPV
MPN,15888187,HY,MPN,MPN
MPN_l,15888188,HY,MPN,MPN_l
MPN_c,15888189,HY,MPN,MPN_c
MPN_m,15888190,HY,MPN,MPN_m
PS,15888443,HY,PS,PS
ADP,15888699,HY,ADP,ADP
SFO,15888955,HY,SFO,SFO
HY,15889211,HY,HY,HY
MB,16676607,MB,MB,MB
ND,16676863,STR,ND,ND
NOT,16677119,MB,NOT,NOT
Scig_b,16677375,MB,Scig_b,Scig_b
MEV,16677631,MB,MEV,MEV
VTN,16677887,MB,VTN,VTN
CUN,16678143,MB,CUN,CUN
DR,16678399,MB,DR,DR
IV,16678655,MB,IV,IV
IC_e,16678909,MB,IC_e,IC_e
IC_d,16678910,MB,IC_d,IC_d
IC_c,16678911,MB,IC_c,IC_c
SAG,16679167,MB,SAG,SAG
PBG,16679423,MB,PBG,PBG
LT,16679679,MB,LT,LT
IF,16679935,MB,IF,IF
SCs_zo,16680189,MB,SCs,SCs_zo
SCs_sg,16680190,MB,SCs,SCs_sg
SCs_op,16680191,MB,SCs,SCs_op
SCm_dw,16680441,MB,SCm,SCm_dw
SCm_ig,16680442,MB,SCm,SCm_ig
SCM_ig-c,16680443,MB,SCm,SCM_ig-c
SCM_ig-b,16680444,MB,SCm,SCM_ig-b
SCM_ig-a,16680445,MB,SCm,SCM_ig-a
SCm_iw,16680446,MB,SCm,SCm_iw
SCm_dg,16680447,MB,SCm,SCm_dg
IPN,16680703,MB,IPN,IPN
INC,16680959,MB,INC,INC
AT,16681215,MB,AT,AT
NB,16681471,MB,NB,NB
CLI,16681727,MB,CLI,CLI
III,16681983,MB,III,III
EW,16682239,MB,EW,EW
RL,16682495,MB,RL,RL
RN,16682751,MB,RN,RN
RR,16683007,MB,RR,RR
SN_c,16683262,MB,SN_c,SN_c
SN_r,16683263,MB,SN_r,SN_r
VTA,16683519,MB,VTA,VTA
MRN,16683775,MB,MRN,MRN
PAG,16684031,MB,PAG,PAG
NPC,16684287,MB,NPC,NPC
APN,16684543,MB,APN,APN
OP,16684799,MB,OP,OP
PPT,16685055,MB,PPT,PPT
MPT,16685311,MB,MPT,MPT
PPN,16685567,MB,PPN,PPN
PRC,16685823,TH,PRC,PRC
BORDER5,16737535,BORDER,BORDER5,BORDER5
BORDER2,16740480,BORDER,BORDER2,BORDER2
MG_v,16743583,TH,MG_v,MG_v
MG_m,16743584,TH,MG_m,MG_m
MG_d,16743585,TH,MG_d,MG_d
POL,16743839,TH,POL,POL
PP,16744095,TH,PP,PP
LG_v,16744351,TH,LG_v,LG_v
LG_d,16744352,TH,LG_d,LG_d
IGL,16744353,TH,IGL,IGL
PF,16744607,TH,PF,PF
SPA,16744863,TH,SPA,SPA
SPF_m,16745119,TH,SPF_m,SPF_m
SPF_p,16745120,TH,SPF_p,SPF_p
LP,16745375,TH,LP,LP
PO,16745631,TH,PO,PO
MY,16745682,HB,MY,MY
VPM,16745887,TH,VPM,VPM
VPM_pc,16745888,TH,VPM_pc,VPM_pc
GR,16745938,HB,GR,GR
PCN,16746143,TH,PCN,PCN
DMX,16746194,HB,DMX,DMX
CL,16746399,TH,CL,CL
CU,16746450,HB,CU,CU
PR,16746655,TH,PR,PR
LRN_p,16746706,HB,LRN_p,LRN_p
LRN_m,16746707,HB,LRN_m,LRN_m
VPL,16746911,TH,VPL,VPL
VPL_pc,16746912,TH,VPL_pc,VPL_pc
NR,16746962,HB,NR,NR
SMT,16747167,TH,SMT,SMT
XII,16747218,HB,XII,XII
VM,16747423,TH,VM,VM
ECU,16747474,HB,ECU,ECU
LD,16747679,TH,LD,LD
SPV_i,16747730,HB,SPV_i,SPV_i
SPV_c,16747731,HB,SPV_c,SPV_c
LH,16747935,TH,LH,LH
SPIV,16747986,HB,SPIV,SPIV
MH,16748191,TH,MH,MH
X,16748242,HB,X,X
IMD,16748447,TH,IMD,IMD
Y,16748498,HB,Y,Y
RT,16748703,TH,RT,RT
DCO,16748754,HB,DCO,DCO
AV,16748959,TH,AV,AV
SPVO_rdm,16749010,HB,SPVO,SPVO_rdm
SPVO_vl,16749011,HB,SPVO,SPVO_vl
SPVO_cdm,16749012,HB,SPVO,SPVO_cdm
SPVO_mdmv,16749013,HB,SPVO,SPVO_mdmv
SPVO_mdmd,16749014,HB,SPVO,SPVO_mdmd
AD,16749215,TH,AD,AD
PPY,16749266,HB,PPY,PPY
AM_d,16749471,TH,AM_d,AM_d
AM_v,16749472,TH,AM_v,AM_v
PGRN_l,16749522,HB,PGRN_l,PGRN_l
PGRN_d,16749523,HB,PGRN_d,PGRN_d
VAL,16749727,TH,VAL,VAL
PRP,16749778,HB,PRP,PRP
IAD,16749983,TH,IAD,IAD
CNlam,16750034,HB,CNlam,CNlam
CNspg,16750035,HB,CNspg,CNspg
RE,16750239,TH,RE,RE
LAV,16750290,HB,LAV,LAV
RH,16750495,TH,RH,RH
ACVII,16750546,HB,ACVII,ACVII
IAM,16750751,TH,IAM,IAM
SUV,16750802,HB,SUV,SUV
CM,16751007,TH,CM,CM
PT,16751263,TH,PT,PT
MV,16751314,HB,MV,MV
border7,16751496,BORDER,border7,border7
PVT,16751519,TH,PVT,PVT
border8,16751565,BORDER,border8,border8
PARN,16751570,HB,PARN,PARN
MD_I,16751775,TH,MD_I,MD_I
MD_m,16751776,TH,MD_m,MD_m
MD_c,16751777,TH,MD_c,MD_c
ISN,16751826,HB,ISN,ISN
SubG,16752031,TH,SubG,SubG
IRN,16752082,HB,IRN,IRN
SGN,16752287,TH,SGN,SGN
GRN,16752338,HB,GRN,GRN
RPA,16752594,HB,RPA,RPA
MARN,16752850,HB,MARN,MARN
VII,16753106,HB,VII,VII
VI,16753362,HB,VI,VI
VCO,16753618,HB,VCO,VCO
RM,16753874,HB,RM,RM
NTB,16754130,HB,NTB,NTB
PONS,16754310,HB,PONS,PONS
NTS_m,16754386,HB,NTS_m,NTS_m
NTS_l,16754387,HB,NTS_l,NTS_l
NTS_ge,16754388,HB,NTS_ge,NTS_ge
NTS_ce,16754389,HB,NTS_ce,NTS_ce
NTS_co,16754390,HB,NTS_co,NTS_co
NI,16754566,HB,NI,NI
AMB_v,16754642,HB,AMB_v,AMB_v
AMB_d,16754643,HB,AMB_d,AMB_d
AMB,16754644,HB,AMB,AMB
SG,16754822,HB,SG,SG
IO,16754898,HB,IO,IO
LC,16755078,HB,LC,LC
RO,16755154,HB,RO,RO
B,16755334,HB,B,B
LIN,16755410,HB,LIN,LIN
PCG,16755590,HB,PCG,PCG
MDRN_v,16755666,HB,MDRN_v,MDRN_v
MDRN_d,16755667,HB,MDRN_d,MDRN_d
SLD,16755846,HB,SLD,SLD
PAS,16755922,HB,PAS,PAS
DTN,16756102,HB,DTN,DTN
AP,16756178,HB,AP,AP
LDT,16756358,HB,LDT,LDT
ICB,16756434,HB,ICB,ICB
PBm_m,16756614,HB,PBm_m,PBm_m
PBm_me,16756615,HB,PBm_me,PBm_me
PBl_lv,16756870,HB,PBl_lv,PBl_lv
PBl_le,16756871,HB,PBl_le,PBl_le
PBl_ld,16756872,HB,PBl_ld,PBl_ld
PBl_lc,16756873,HB,PBl_lc,PBl_lc
PBl_ls,16756874,HB,PBl_ls,PBl_ls
SUT,16757126,HB,SUT,SUT
SLC,16757382,HB,SLC,SLC
RPO,16757638,HB,RPO,RPO
SOC_l,16757894,HB,SOC_l,SOC_l
SOC_m,16757895,HB,SOC_m,SOC_m
V,16758150,HB,V,V
KF,16758406,HB,KF,KF
PSV,16758662,HB,PSV,PSV
POR,16758918,HB,POR,POR
NLL_v,16759174,HB,NLL_v,NLL_v
NLL_d,16759175,HB,NLL_d,NLL_d
NLL_h,16759176,HB,NLL_h,NLL_h
PG,16759430,HB,PG,PG
TRN,16759686,HB,TRN,TRN
PRNr,16759942,HB,PRNr,PRNr
PRNc,16759943,HB,PRNc,PRNc
CS_m,16760198,HB,CS_m,CS_m
CS_l,16760199,HB,CS_l,CS_l
FOTU_mo,16772241,HB,FOTU_mo,FOTU_mo
FOTU_gr,16772242,HB,FOTU_gr,FOTU_gr
PYR_mo,16772497,HB,PYR_mo,PYR_mo
PYR_gr,16772498,HB,PYR_gr,PYR_gr
DEC_mo,16772753,HB,DEC_mo,DEC_mo
DEC_gr,16772754,HB,DEC_gr,DEC_gr
UVU_mo,16773009,HB,UVU_mo,UVU_mo
UVU_gr,16773010,HB,UVU_gr,UVU_gr
COPY_mo,16773265,HB,COPY_mo,COPY_mo
COPY_gr,16773266,HB,COPY_gr,COPY_gr
PRM_mo,16773521,HB,PRM_mo,PRM_mo
PRM_gr,16773522,HB,PRM_gr,PRM_gr
NOD_mo,16773777,HB,NOD_mo,NOD_mo
NOD_gr,16773778,HB,NOD_gr,NOD_gr
LING_mo,16774033,HB,LING_mo,LING_mo
LING_gr,16774034,HB,LING_gr,LING_gr
ANCr2_mo,16774289,HB,ANCr2_mo,ANCr2_mo
ANcr2_gr,16774290,HB,ANcr2_gr,ANcr2_gr
ANcr1_mo,16774545,HB,ANcr1_mo,ANcr1_mo
ANcr1_gr,16774546,HB,ANcr1_gr,ANcr1_gr
CENT3_mo,16774801,HB,CENT3_mo,CENT3_mo
CENT3_gr,16774802,HB,CENT3_gr,CENT3_gr
CUL4/5_mo,16775057,HB,CUL4/5_mo,CUL4/5_mo
CUL4/5_gr,16775058,HB,CUL4/5_gr,CUL4/5_gr
SIM_mo,16775313,HB,SIM_mo,SIM_mo
SIM_gr,16775314,HB,SIM_gr,SIM_gr
CENT2_mo,16775569,HB,CENT2_mo,CENT2_mo
CENT2_gr,16775570,HB,CENT2_gr,CENT2_gr
FL_mo,16775825,HB,FL_mo,FL_mo
FL_gr,16775826,HB,FL_gr,FL_gr
PFL_mo,16776081,HB,PFL_mo,PFL_mo
PFL_gr,16776082,HB,PFL_gr,PFL_gr
CUL_mo,16776337,HB,CUL_mo,CUL_mo
IP,16776593,HB,IP,IP
DN,16776849,HB,DN,DN
FN,16777105,HB,FN,FN
BORDER6,16777215,BORDER,BORDER6,BORDER6
